,query_id,query_res,relevant,precision,recall
141,1,1626,False,,
142,1,2321,False,,
143,1,1642,False,,
144,1,1719,False,,
145,1,2626,False,,
146,1,1347,False,,
147,1,1034,False,,
148,1,1677,False,,
149,1,202,False,,
150,1,2560,False,,
151,1,2542,False,,
152,1,2201,False,,
153,1,2128,False,,
154,1,2537,False,,
155,1,2622,False,,
156,1,103,False,,
157,1,195,False,,
158,1,2747,False,,
159,1,796,False,,
160,1,2582,False,,
161,1,3026,False,,
162,1,1774,False,,
163,1,2288,False,,
164,1,2168,False,,
165,1,699,False,,
166,1,1902,False,,
167,1,2247,False,,
168,1,1459,False,,
169,1,1164,False,,
170,1,2083,False,,
171,1,1877,False,,
172,1,1749,False,,
173,1,69,False,,
174,1,1750,False,,
175,1,2627,False,,
176,1,1325,False,,
177,1,2169,False,,
178,1,1482,False,,
179,1,1505,False,,
180,1,2955,False,,
181,1,2959,False,,
182,1,731,False,,
183,1,2017,False,,
184,1,2308,False,,
185,1,1281,False,,
186,1,1676,False,,
187,1,462,False,,
188,1,2188,False,,
189,1,3153,False,,
190,1,2153,False,,
191,1,1412,False,,
192,1,1691,False,,
193,1,2064,False,,
194,1,2318,False,,
195,1,2435,False,,
196,1,3105,False,,
197,1,972,False,,
198,1,1332,False,,
199,1,2249,False,,
200,1,615,False,,
201,1,1088,False,,
202,1,1394,False,,
203,1,2311,False,,
204,1,1113,False,,
205,1,322,False,,
206,1,671,False,,
207,1,1484,False,,
208,1,1962,False,,
209,1,2893,False,,
210,1,1441,False,,
211,1,1699,False,,
212,1,2065,False,,
213,1,409,False,,
214,1,2624,False,,
215,1,2668,False,,
216,1,3050,False,,
217,1,3110,False,,
218,1,3156,False,,
219,1,2470,False,,
220,1,2666,False,,
221,1,2988,False,,
222,1,2452,False,,
223,1,1665,False,,
224,1,3002,False,,
225,1,1937,False,,
226,1,2105,False,,
227,1,3179,False,,
228,1,2667,False,,
229,1,3087,False,,
230,1,197,False,,
231,1,294,False,,
232,1,398,False,,
233,1,2087,False,,
234,1,1252,False,,
235,1,1170,False,,
236,1,1957,False,,
237,1,2228,False,,
238,1,2376,False,,
239,1,2581,False,,
240,1,2741,False,,
241,1,3129,False,,
242,1,3144,False,,
243,1,1829,False,,
244,1,2878,False,,
245,1,2126,False,,
246,1,1939,False,,
247,1,2340,False,,
248,1,718,False,,
249,1,2909,False,,
250,1,1808,False,,
251,1,397,False,,
252,1,190,False,,
253,1,391,False,,
254,1,798,False,,
255,1,2689,False,,
256,1,2853,False,,
257,1,2992,False,,
258,1,1261,False,,
259,1,2297,False,,
260,1,1959,False,,
261,1,2561,False,,
262,1,1682,False,,
263,1,435,False,,
264,1,1845,False,,
265,1,1862,False,,
266,1,2618,False,,
267,1,1248,False,,
268,1,1740,False,,
269,1,3012,False,,
270,1,71,False,,
271,1,1238,False,,
272,1,1853,False,,
273,1,2398,False,,
274,1,2811,False,,
275,1,60,False,,
276,1,275,False,,
277,1,277,False,,
278,1,594,False,,
279,1,1070,False,,
280,1,2070,False,,
281,1,2481,False,,
282,1,2719,False,,
283,1,2954,False,,
284,1,1271,False,,
285,1,1570,False,,
286,1,2482,False,,
287,1,2840,False,,
288,1,2187,False,,
289,1,2375,False,,
290,1,284,False,,
291,1,1309,False,,
292,1,3070,False,,
293,1,2685,False,,
294,1,31,False,,
295,1,118,False,,
296,1,163,False,,
297,1,2915,False,,
298,1,1461,False,,
299,1,1428,False,,
300,1,2111,False,,
301,1,2912,False,,
302,1,1108,False,,
303,1,619,False,,
304,1,2274,False,,
305,1,2305,False,,
306,1,950,False,,
307,1,50,False,,
308,1,61,False,,
309,1,105,False,,
310,1,234,False,,
311,1,818,False,,
312,1,1794,False,,
313,1,728,False,,
314,1,1030,False,,
315,1,1744,False,,
316,1,2097,False,,
317,1,334,False,,
318,1,439,False,,
319,1,586,False,,
320,1,656,False,,
321,1,1617,False,,
322,1,1734,False,,
323,1,1880,False,,
324,1,2577,False,,
325,1,2642,False,,
326,1,2759,False,,
327,1,2875,False,,
328,1,2965,False,,
329,1,3168,False,,
330,1,3169,False,,
331,1,3204,False,,
332,1,2860,False,,
333,1,3121,False,,
334,1,1260,False,,
335,1,67,False,,
336,1,866,False,,
337,1,999,False,,
338,1,1106,False,,
339,1,1107,False,,
340,1,1589,False,,
341,1,1718,False,,
342,1,2309,False,,
343,1,1427,False,,
344,1,2919,False,,
345,1,3059,False,,
346,1,854,False,,
347,1,2245,False,,
348,1,3072,False,,
349,1,1747,False,,
350,1,6,False,,
351,1,47,False,,
352,1,135,False,,
353,1,148,False,,
354,1,157,False,,
355,1,189,False,,
356,1,2320,False,,
357,1,2497,False,,
358,1,1468,False,,
359,1,2838,False,,
360,1,2876,False,,
361,1,33,False,,
362,1,36,False,,
363,1,1209,False,,
364,1,1310,False,,
365,1,248,False,,
366,1,265,False,,
367,1,1892,False,,
368,1,2820,False,,
369,1,1413,False,,
370,1,1083,False,,
371,1,1533,False,,
372,1,2163,False,,
373,1,1810,False,,
374,1,2499,False,,
375,1,2438,False,,
376,1,2,False,,
377,1,171,False,,
378,1,198,False,,
379,1,415,False,,
380,1,1166,False,,
381,1,3049,False,,
382,1,1160,False,,
383,1,2209,False,,
384,1,2869,False,,
385,1,242,False,,
386,1,963,False,,
387,1,980,False,,
388,1,1279,False,,
389,1,1708,False,,
390,1,2805,False,,
391,1,146,False,,
392,1,1948,False,,
393,1,2669,False,,
394,1,2075,False,,
395,1,2143,False,,
396,1,1002,False,,
397,1,1307,False,,
398,1,1381,False,,
399,1,2114,False,,
400,1,2718,False,,
401,1,97,False,,
402,1,166,False,,
403,1,433,False,,
404,1,975,False,,
405,1,1965,False,,
406,1,2607,False,,
407,1,2756,False,,
408,1,1653,False,,
409,1,1721,False,,
410,1,1878,False,,
411,1,3136,False,,
412,1,2645,False,,
413,1,2621,False,,
414,1,2184,False,,
415,1,2849,False,,
416,1,1811,False,,
417,1,143,False,,
418,1,674,False,,
419,1,827,False,,
420,1,1956,False,,
421,1,695,False,,
422,1,1471,False,,
423,1,1671,False,,
424,1,2859,False,,
425,1,3103,False,,
426,1,3142,False,,
427,1,2798,False,,
428,1,2928,False,,
429,1,3080,False,,
430,1,3090,False,,
431,1,3131,False,,
432,1,1543,False,,
433,1,251,False,,
434,1,1884,False,,
435,1,39,False,,
436,1,68,False,,
437,1,2367,False,,
438,1,3015,False,,
439,1,2283,False,,
440,1,2835,False,,
441,1,1181,False,,
442,1,1489,False,,
443,1,1604,False,,
444,1,2091,False,,
445,1,2485,False,,
446,1,1901,False,,
447,1,730,False,,
448,1,1110,False,,
449,1,1380,False,,
450,1,1549,False,,
451,1,2034,False,,
452,1,2750,False,,
453,1,2496,False,,
454,1,2963,False,,
455,1,1194,False,,
456,1,2570,False,,
457,1,1739,False,,
458,1,2495,False,,
459,1,2586,False,,
460,1,1746,False,,
461,1,2556,False,,
462,1,2927,False,,
463,1,3064,False,,
464,1,2002,False,,
465,1,1050,False,,
466,1,2147,False,,
467,1,2864,False,,
468,1,1383,False,,
469,1,1502,False,,
470,1,2819,False,,
471,1,2845,False,,
472,1,2892,False,,
473,1,2894,False,,
474,1,2999,False,,
475,1,2053,False,,
476,1,2745,False,,
477,1,1710,False,,
478,1,2152,False,,
479,1,1366,False,,
480,1,3011,False,,
481,1,1929,False,,
482,1,2946,False,,
483,1,1087,False,,
484,1,2768,False,,
485,1,2944,False,,
486,1,759,False,,
487,1,1824,False,,
488,1,3091,False,,
489,1,616,False,,
490,1,678,False,,
491,1,1455,False,,
492,1,1032,False,,
493,1,1066,False,,
494,1,1308,False,,
495,1,2167,False,,
496,1,2423,False,,
497,1,2682,False,,
498,1,3134,False,,
499,1,1641,False,,
500,1,1255,False,,
501,1,1334,False,,
502,1,1432,False,,
503,1,1458,False,,
504,1,1467,False,,
505,1,1486,False,,
506,1,1754,False,,
507,1,1852,False,,
508,1,1926,False,,
509,1,2016,False,,
510,1,2389,False,,
511,1,2498,False,,
512,1,2593,False,,
513,1,2817,False,,
514,1,3016,False,,
515,1,3071,False,,
516,1,3202,False,,
517,1,1695,False,,
518,1,2786,False,,
519,1,1214,False,,
520,1,1003,False,,
521,1,3097,False,,
522,1,3067,False,,
523,1,964,False,,
524,1,1516,False,,
525,1,2277,False,,
526,1,2865,False,,
527,1,2888,False,,
528,1,2918,False,,
529,1,2943,False,,
530,1,2035,False,,
531,1,1234,False,,
532,1,3150,False,,
533,1,2580,False,,
534,1,2802,False,,
535,1,2871,False,,
536,1,2987,False,,
537,1,704,False,,
538,1,887,False,,
539,1,2572,False,,
540,1,282,False,,
541,1,396,False,,
542,1,1891,False,,
543,1,2749,False,,
544,1,1145,False,,
545,1,1258,False,,
546,1,1622,False,,
547,1,3201,False,,
548,1,825,False,,
549,1,2972,False,,
550,1,3039,False,,
551,1,254,False,,
552,1,1765,False,,
553,1,2971,False,,
554,1,3024,False,,
555,1,851,False,,
556,1,944,False,,
557,1,1931,False,,
558,1,2516,False,,
559,1,3128,False,,
560,1,3181,False,,
561,1,1728,False,,
562,1,2138,False,,
563,1,3014,False,,
564,1,618,False,,
565,1,1153,False,,
566,1,2303,False,,
567,1,123,False,,
568,1,1200,False,,
569,1,1483,False,,
570,1,3054,False,,
571,1,2307,False,,
572,1,40,False,,
573,1,2110,False,,
574,1,2273,False,,
575,1,3106,False,,
576,1,1874,False,,
577,1,2455,False,,
578,1,2742,False,,
579,1,3075,False,,
580,1,3076,False,,
581,1,1735,False,,
582,1,767,False,,
583,1,276,False,,
584,1,367,False,,
585,1,1611,False,,
586,1,1692,False,,
587,1,1923,False,,
588,1,1927,False,,
589,1,2262,False,,
590,1,2353,False,,
591,1,2399,False,,
592,1,2176,False,,
593,1,2674,False,,
594,1,1365,False,,
595,1,1681,False,,
596,1,380,False,,
597,1,1043,False,,
598,1,1117,False,,
599,1,1615,False,,
600,1,2815,False,,
601,1,2033,False,,
602,1,174,False,,
603,1,2402,False,,
604,1,1588,False,,
605,1,2931,False,,
606,1,1525,False,,
607,1,1324,False,,
608,1,1001,False,,
609,1,3173,False,,
610,1,794,False,,
611,1,1619,False,,
612,1,1694,False,,
613,1,2052,False,,
614,1,2664,False,,
615,1,2784,False,,
616,1,3195,False,,
617,1,1215,False,,
618,1,2175,False,,
619,1,185,False,,
620,1,2680,False,,
621,1,2302,False,,
622,1,1989,False,,
623,1,2377,False,,
624,1,2406,False,,
625,1,2767,False,,
626,1,3027,False,,
627,1,1652,False,,
628,1,1805,False,,
629,1,73,False,,
630,1,644,False,,
631,1,1112,False,,
632,1,1587,False,,
633,1,1643,False,,
634,1,1645,False,,
635,1,2594,False,,
636,1,2263,False,,
637,1,3006,False,,
638,1,2794,False,,
639,1,2833,False,,
640,1,2924,False,,
641,1,2766,False,,
642,1,2938,False,,
643,1,3151,False,,
644,1,826,False,,
645,1,852,False,,
646,1,1068,False,,
647,1,1118,False,,
648,1,3062,False,,
649,1,1664,False,,
650,1,1167,False,,
651,1,1553,False,,
652,1,2304,False,,
653,1,2322,False,,
654,1,2769,False,,
655,1,3038,False,,
656,1,3184,False,,
657,1,3192,False,,
658,1,3197,False,,
659,1,1741,False,,
660,1,2106,False,,
661,1,2314,False,,
662,1,1679,False,,
663,1,2030,False,,
664,1,2903,False,,
665,1,3085,False,,
666,1,822,False,,
667,1,1924,False,,
668,1,2567,False,,
669,1,3163,False,,
670,1,1354,False,,
671,1,1916,False,,
672,1,2373,False,,
673,1,2388,False,,
674,1,2687,False,,
675,1,3074,False,,
676,1,1726,False,,
677,1,1978,False,,
678,1,1928,False,,
679,1,3005,False,,
680,1,203,False,,
681,1,705,False,,
682,1,888,False,,
683,1,2902,False,,
684,1,2342,False,,
685,1,2202,False,,
686,1,1154,False,,
687,1,1550,False,,
688,1,2483,False,,
689,1,1625,False,,
690,1,2620,False,,
691,1,1295,False,,
692,1,2911,False,,
693,1,3037,False,,
694,1,1552,False,,
695,1,3162,False,,
696,1,3171,False,,
697,1,891,False,,
698,1,1010,False,,
699,1,1165,False,,
700,1,1270,False,,
701,1,1274,False,,
702,1,1386,False,,
703,1,1388,False,,
704,1,1439,False,,
705,1,1463,False,,
706,1,1507,False,,
707,1,1514,False,,
708,1,1627,False,,
709,1,1910,False,,
710,1,1977,False,,
711,1,1988,False,,
712,1,1998,False,,
713,1,2356,False,,
714,1,2514,False,,
715,1,2604,False,,
716,1,2623,False,,
717,1,2700,False,,
718,1,2715,False,,
719,1,2730,False,,
720,1,2941,False,,
721,1,3180,False,,
722,1,3183,False,,
723,1,2940,False,,
724,1,3047,False,,
725,1,2515,False,,
726,1,2703,False,,
727,1,2787,False,,
728,1,3031,False,,
729,1,3056,False,,
730,1,3057,False,,
731,1,243,False,,
732,1,1456,False,,
733,1,1623,False,,
734,1,2113,False,,
735,1,2596,False,,
736,1,2829,False,,
737,1,2850,False,,
738,1,2882,False,,
739,1,224,False,,
740,1,755,False,,
741,1,858,False,,
742,1,1072,False,,
743,1,1646,False,,
744,1,1713,False,,
745,1,1915,False,,
746,1,1947,False,,
747,1,2134,False,,
748,1,2513,False,,
749,1,2650,False,,
750,1,3095,False,,
751,1,3113,False,,
752,1,96,False,,
753,1,974,False,,
754,1,1632,False,,
755,1,1723,False,,
756,1,856,False,,
757,1,2374,False,,
758,1,1609,False,,
759,1,1886,False,,
760,1,3018,False,,
761,1,2628,False,,
762,1,1503,False,,
763,1,2929,False,,
764,1,1856,False,,
765,1,2701,False,,
766,1,768,False,,
767,1,1012,False,,
768,1,2697,False,,
769,1,3077,False,,
770,1,894,False,,
771,1,973,False,,
772,1,1292,False,,
773,1,1528,False,,
774,1,1530,False,,
775,1,1654,False,,
776,1,1272,False,,
777,1,2194,False,,
778,1,2189,False,,
779,1,2196,False,,
780,1,2421,False,,
781,1,1936,False,,
782,1,1237,False,,
783,1,1658,False,,
784,1,2062,False,,
785,1,2231,False,,
786,1,2584,False,,
787,1,2707,False,,
788,1,2834,False,,
789,1,2973,False,,
790,1,1348,False,,
791,1,1745,False,,
792,1,1792,False,,
793,1,2004,False,,
794,1,2195,False,,
795,1,2211,False,,
796,1,2486,False,,
797,1,2571,False,,
798,1,2646,False,,
799,1,2711,False,,
800,1,2967,False,,
801,1,3028,False,,
802,1,3078,False,,
803,1,849,False,,
804,1,2145,False,,
805,1,2695,False,,
806,1,1213,False,,
807,1,1675,False,,
808,1,1603,False,,
809,1,1748,False,,
810,1,2220,False,,
811,1,2765,False,,
812,1,3125,False,,
813,1,558,False,,
814,1,2665,False,,
815,1,2210,False,,
816,1,2776,False,,
817,1,670,False,,
818,1,3094,False,,
819,1,78,False,,
820,1,298,False,,
821,1,719,False,,
822,1,1331,False,,
823,1,1711,False,,
824,1,2801,False,,
825,1,942,False,,
826,1,2453,False,,
827,1,2720,False,,
828,1,3088,False,,
829,1,3041,False,,
830,1,677,False,,
831,1,3093,False,,
832,1,1062,False,,
833,1,1290,False,,
834,1,1651,False,,
835,1,2197,False,,
836,1,1700,False,,
837,1,2598,False,,
838,1,2144,False,,
839,1,124,False,,
840,1,1540,False,,
841,1,1973,False,,
842,1,2839,False,,
843,1,1470,False,,
844,1,1469,False,,
845,1,2137,False,,
846,1,2812,False,,
847,1,2870,False,,
848,1,3092,False,,
849,1,3147,False,,
850,1,1390,False,,
851,1,2050,False,,
852,1,982,False,,
853,1,1535,False,,
854,1,2524,False,,
855,1,3139,False,,
856,1,3172,False,,
857,1,278,False,,
858,1,441,False,,
859,1,1051,False,,
860,1,1997,False,,
861,1,2177,False,,
862,1,2359,False,,
863,1,2716,False,,
864,1,2856,False,,
865,1,2939,False,,
866,1,3001,False,,
867,1,2723,False,,
868,1,990,False,,
869,1,1306,False,,
870,1,1368,False,,
871,1,1870,False,,
872,1,2185,False,,
873,1,2193,False,,
874,1,2306,False,,
875,1,3033,False,,
876,1,1340,False,,
877,1,2702,False,,
878,1,2726,False,,
879,1,2846,False,,
880,1,2883,False,,
881,1,2341,False,,
882,1,2851,False,,
883,1,1362,False,,
884,1,1930,False,,
885,1,2369,False,,
886,1,2957,False,,
887,1,95,False,,
888,1,536,False,,
889,1,3154,False,,
890,1,3200,False,,
891,1,1006,False,,
892,1,1007,False,,
893,1,1152,False,,
894,1,1211,False,,
895,1,1273,False,,
896,1,2020,True,0.005574136008918618,1.0
897,1,241,False,,
898,1,272,False,,
899,1,335,False,,
900,1,1196,False,,
901,1,1364,False,,
902,1,1621,False,,
903,1,2140,False,,
904,1,2207,False,,
905,1,2316,False,,
906,1,2366,False,,
907,1,2490,False,,
908,1,2543,False,,
909,1,2754,False,,
910,1,2821,False,,
911,1,2885,False,,
912,1,2953,False,,
913,1,2991,False,,
914,1,2997,False,,
915,1,3043,False,,
916,1,3045,False,,
917,1,3118,False,,
918,1,893,False,,
919,1,1185,False,,
920,1,1262,False,,
921,1,1326,False,,
922,1,1398,False,,
923,1,1420,False,,
924,1,1524,False,,
925,1,1595,False,,
926,1,1834,False,,
927,1,1868,False,,
928,1,1875,False,,
929,1,1907,False,,
930,1,1911,False,,
931,1,2094,False,,
932,1,2155,False,,
933,1,2266,False,,
934,1,2546,False,,
935,1,2648,False,,
936,1,2670,False,,
937,1,2717,False,,
938,1,2728,False,,
939,1,2832,False,,
940,1,2858,False,,
941,1,2877,False,,
942,1,2900,False,,
943,1,2907,False,,
944,1,2980,False,,
945,1,1350,False,,
946,1,20,False,,
947,1,70,False,,
948,1,596,False,,
949,1,1044,False,,
950,1,1224,False,,
951,1,1345,False,,
952,1,1400,False,,
953,1,1531,False,,
954,1,1586,False,,
955,1,2272,False,,
956,1,3109,False,,
957,1,1223,False,,
958,1,1423,False,,
959,1,1491,False,,
960,1,2252,False,,
961,1,2739,False,,
962,1,2886,False,,
963,1,3132,False,,
964,1,675,False,,
965,1,1476,False,,
966,1,2753,False,,
967,1,3021,False,,
968,1,2887,False,,
969,1,2905,False,,
970,1,3081,False,,
971,1,2722,False,,
972,1,1409,False,,
973,1,1847,False,,
974,1,1976,False,,
975,1,2828,False,,
976,1,2922,False,,
977,1,2534,False,,
978,1,3160,False,,
979,1,1517,False,,
980,1,1025,False,,
981,1,1485,False,,
982,1,1601,False,,
983,1,1706,False,,
984,1,1806,False,,
985,1,1890,False,,
986,1,2142,False,,
987,1,2275,False,,
988,1,2555,False,,
989,1,2683,False,,
990,1,2816,False,,
991,1,3034,False,,
992,1,3111,False,,
993,1,3203,False,,
994,1,144,False,,
995,1,1172,False,,
996,1,1349,False,,
997,1,1564,False,,
998,1,1637,False,,
999,1,1869,False,,
1000,1,2130,False,,
1001,1,2705,False,,
1002,1,2746,False,,
1003,1,2968,False,,
1004,1,3176,False,,
1005,1,332,False,,
1006,1,405,False,,
1007,1,693,False,,
1008,1,761,False,,
1009,1,1015,False,,
1010,1,1115,False,,
1011,1,1182,False,,
1012,1,1233,False,,
1013,1,1288,False,,
1014,1,1351,False,,
1015,1,1395,False,,
1016,1,1424,False,,
1017,1,1460,False,,
1018,1,1501,False,,
1019,1,1529,False,,
1020,1,1551,False,,
1021,1,1616,False,,
1022,1,1629,False,,
1023,1,1673,False,,
1024,1,1707,False,,
1025,1,1782,False,,
1026,1,1912,False,,
1027,1,2032,False,,
1028,1,2076,False,,
1029,1,2139,False,,
1030,1,2267,False,,
1031,1,2327,False,,
1032,1,2449,False,,
1033,1,2558,False,,
1034,1,2649,False,,
1035,1,2708,False,,
1036,1,2779,False,,
1037,1,2806,False,,
1038,1,2895,False,,
1039,1,2904,False,,
1040,1,2930,False,,
1041,1,3009,False,,
1042,1,3017,False,,
1043,1,3189,False,,
1044,1,1099,False,,
1045,1,2060,False,,
1046,1,2921,False,,
1047,1,1162,False,,
1048,1,1197,False,,
1049,1,1454,False,,
1050,1,1527,False,,
1051,1,1771,False,,
1052,1,1846,False,,
1053,1,1946,False,,
1054,1,2061,False,,
1055,1,2208,False,,
1056,1,2343,False,,
1057,1,2471,False,,
1058,1,2631,False,,
1059,1,2795,False,,
1060,1,2970,False,,
1061,1,2993,False,,
1062,1,3096,False,,
1063,1,1135,False,,
1064,1,48,False,,
1065,1,2186,False,,
1066,1,2709,False,,
1067,1,2862,False,,
1068,1,3114,False,,
1069,1,116,False,,
1070,1,319,False,,
1071,1,320,False,,
1072,1,492,False,,
1073,1,717,False,,
1074,1,799,False,,
1075,1,848,False,,
1076,1,1013,False,,
1077,1,1026,False,,
1078,1,1116,False,,
1079,1,1180,False,,
1080,1,1184,False,,
1081,1,1216,False,,
1082,1,1257,False,,
1083,1,1259,False,,
1084,1,1278,False,,
1085,1,1333,False,,
1086,1,1358,False,,
1087,1,1382,False,,
1088,1,1389,False,,
1089,1,1403,False,,
1090,1,1404,False,,
1091,1,1416,False,,
1092,1,1426,False,,
1093,1,1475,False,,
1094,1,1565,False,,
1095,1,1593,False,,
1096,1,1612,False,,
1097,1,1636,False,,
1098,1,1649,False,,
1099,1,1686,False,,
1100,1,1717,False,,
1101,1,1743,False,,
1102,1,1787,False,,
1103,1,1826,False,,
1104,1,1861,False,,
1105,1,1905,False,,
1106,1,2000,False,,
1107,1,2047,False,,
1108,1,2093,False,,
1109,1,2125,False,,
1110,1,2135,False,,
1111,1,2162,False,,
1112,1,2166,False,,
1113,1,2204,False,,
1114,1,2253,False,,
1115,1,2261,False,,
1116,1,2286,False,,
1117,1,2298,False,,
1118,1,2299,False,,
1119,1,2310,False,,
1120,1,2324,False,,
1121,1,2434,False,,
1122,1,2450,False,,
1123,1,2454,False,,
1124,1,2456,False,,
1125,1,2492,False,,
1126,1,2527,False,,
1127,1,2579,False,,
1128,1,2609,False,,
1129,1,2698,False,,
1130,1,2712,False,,
1131,1,2727,False,,
1132,1,2732,False,,
1133,1,2866,False,,
1134,1,3040,False,,
1135,1,3042,False,,
1136,1,3055,False,,
1137,1,3083,False,,
1138,1,3124,False,,
1139,1,3133,False,,
1140,1,3141,False,,
1141,1,3143,False,,
1142,1,3175,False,,
1143,1,321,False,,
1144,1,1098,False,,
1145,1,1725,False,,
1146,1,2181,False,,
1147,1,2217,False,,
1148,1,2714,False,,
1149,1,106,False,,
1150,1,329,False,,
1151,1,440,False,,
1152,1,595,False,,
1153,1,1029,False,,
1154,1,1134,False,,
1155,1,1346,False,,
1156,1,1387,False,,
1157,1,1435,False,,
1158,1,1457,False,,
1159,1,1620,False,,
1160,1,1674,False,,
1161,1,1693,False,,
1162,1,1722,False,,
1163,1,1788,False,,
1164,1,1855,False,,
1165,1,1888,False,,
1166,1,1925,False,,
1167,1,1951,False,,
1168,1,1961,False,,
1169,1,2018,False,,
1170,1,2081,False,,
1171,1,2160,False,,
1172,1,2254,False,,
1173,1,2264,False,,
1174,1,2268,False,,
1175,1,2276,False,,
1176,1,2301,False,,
1177,1,2368,False,,
1178,1,2383,False,,
1179,1,2433,False,,
1180,1,2479,False,,
1181,1,2494,False,,
1182,1,2595,False,,
1183,1,2652,False,,
1184,1,2688,False,,
1185,1,2737,False,,
1186,1,2751,False,,
1187,1,2771,False,,
1188,1,2852,False,,
1189,1,2898,False,,
1190,1,2901,False,,
1191,1,2906,False,,
1192,1,2936,False,,
1193,1,2937,False,,
1194,1,2966,False,,
1195,1,2978,False,,
1196,1,2981,False,,
1197,1,3013,False,,
1198,1,3020,False,,
1199,1,3053,False,,
1200,1,3101,False,,
1201,1,3117,False,,
1202,1,3164,False,,
1203,1,3166,False,,
1204,1,1727,False,,
1205,1,2289,False,,
1206,1,2734,False,,
1207,1,2889,False,,
1208,1,2923,False,,
1209,1,533,False,,
1210,1,1169,False,,
1211,1,1206,False,,
1212,1,1235,False,,
1213,1,1265,False,,
1214,1,1323,False,,
1215,1,1415,False,,
1216,1,1453,False,,
1217,1,1594,False,,
1218,1,1602,False,,
1219,1,1684,False,,
1220,1,1768,False,,
1221,1,1807,False,,
1222,1,1974,False,,
1223,1,2051,False,,
1224,1,2082,False,,
1225,1,2215,False,,
1226,1,2232,False,,
1227,1,2451,False,,
1228,1,2480,False,,
1229,1,2547,False,,
1230,1,2568,False,,
1231,1,2569,False,,
1232,1,2606,False,,
1233,1,2625,False,,
1234,1,2699,False,,
1235,1,2884,False,,
1236,1,2890,False,,
1237,1,2925,False,,
1238,1,2986,False,,
1239,1,2998,False,,
1240,1,3032,False,,
1241,1,3116,False,,
1242,1,3120,False,,
1243,1,3152,False,,
1244,1,2692,False,,
1245,1,531,False,,
1246,1,1143,False,,
1247,1,1155,False,,
1248,1,1385,False,,
1249,1,1650,False,,
1250,1,1879,False,,
1251,1,2046,False,,
1252,1,2198,False,,
1253,1,2265,False,,
1254,1,2354,False,,
1255,1,2396,False,,
1256,1,2897,False,,
