,index,query_id,query_res,relevant,precision,recall
243,243,1,1829,False,0.01639344262295082,0.8
244,244,1,2878,False,0.0163265306122449,0.8
245,245,1,2126,False,0.016260162601626018,0.8
246,246,1,1939,False,0.016194331983805668,0.8
247,247,1,2340,False,0.016129032258064516,0.8
248,248,1,718,False,0.01606425702811245,0.8
249,249,1,2909,False,0.016,0.8
250,250,1,1808,False,0.01593625498007968,0.8
251,251,1,397,False,0.015873015873015872,0.8
252,252,1,190,False,0.015810276679841896,0.8
253,253,1,391,False,0.015748031496062992,0.8
254,254,1,798,False,0.01568627450980392,0.8
255,255,1,2689,False,0.015625,0.8
256,256,1,2853,False,0.01556420233463035,0.8
257,257,1,2992,False,0.015503875968992248,0.8
258,258,1,1261,False,0.015444015444015444,0.8
259,259,1,2297,False,0.015384615384615385,0.8
260,260,1,1959,False,0.01532567049808429,0.8
261,261,1,2561,False,0.015267175572519083,0.8
262,262,1,1682,False,0.015209125475285171,0.8
263,263,1,435,False,0.015151515151515152,0.8
264,264,1,1845,False,0.01509433962264151,0.8
265,265,1,1862,False,0.015037593984962405,0.8
266,266,1,2618,False,0.0149812734082397,0.8
267,267,1,1248,False,0.014925373134328358,0.8
268,268,1,1740,False,0.01486988847583643,0.8
269,269,1,3012,False,0.014814814814814815,0.8
270,270,1,71,False,0.014760147601476014,0.8
271,271,1,1238,False,0.014705882352941176,0.8
272,272,1,1853,False,0.014652014652014652,0.8
273,273,1,2398,False,0.014598540145985401,0.8
274,274,1,2811,False,0.014545454545454545,0.8
275,275,1,60,False,0.014492753623188406,0.8
276,276,1,275,False,0.01444043321299639,0.8
277,277,1,277,False,0.014388489208633094,0.8
278,278,1,594,False,0.014336917562724014,0.8
279,279,1,1070,False,0.014285714285714285,0.8
280,280,1,2070,False,0.014234875444839857,0.8
281,281,1,2481,False,0.014184397163120567,0.8
282,282,1,2719,False,0.014134275618374558,0.8
283,283,1,2954,False,0.014084507042253521,0.8
284,284,1,1271,False,0.014035087719298246,0.8
285,285,1,1570,False,0.013986013986013986,0.8
286,286,1,2482,False,0.013937282229965157,0.8
287,287,1,2840,False,0.013888888888888888,0.8
288,288,1,2187,False,0.01384083044982699,0.8
289,289,1,2375,False,0.013793103448275862,0.8
290,290,1,284,False,0.013745704467353952,0.8
291,291,1,1309,False,0.0136986301369863,0.8
292,292,1,3070,False,0.013651877133105802,0.8
293,293,1,2685,False,0.013605442176870748,0.8
294,294,1,31,False,0.013559322033898305,0.8
295,295,1,118,False,0.013513513513513514,0.8
296,296,1,163,False,0.013468013468013467,0.8
297,297,1,2915,False,0.013422818791946308,0.8
298,298,1,1461,False,0.013377926421404682,0.8
299,299,1,1428,False,0.013333333333333334,0.8
300,300,1,2111,False,0.013289036544850499,0.8
301,301,1,2912,False,0.013245033112582781,0.8
302,302,1,1108,False,0.013201320132013201,0.8
303,303,1,619,False,0.013157894736842105,0.8
304,304,1,2274,False,0.013114754098360656,0.8
305,305,1,2305,False,0.013071895424836602,0.8
306,306,1,950,False,0.013029315960912053,0.8
307,307,1,50,False,0.012987012987012988,0.8
308,308,1,61,False,0.012944983818770227,0.8
309,309,1,105,False,0.012903225806451613,0.8
310,310,1,234,False,0.012861736334405145,0.8
311,311,1,818,False,0.01282051282051282,0.8
312,312,1,1794,False,0.012779552715654952,0.8
313,313,1,728,False,0.012738853503184714,0.8
314,314,1,1030,False,0.012698412698412698,0.8
315,315,1,1744,False,0.012658227848101266,0.8
316,316,1,2097,False,0.012618296529968454,0.8
317,317,1,334,False,0.012578616352201259,0.8
318,318,1,439,False,0.012539184952978056,0.8
319,319,1,586,False,0.0125,0.8
320,320,1,656,False,0.012461059190031152,0.8
321,321,1,1617,False,0.012422360248447204,0.8
322,322,1,1734,False,0.01238390092879257,0.8
323,323,1,1880,False,0.012345679012345678,0.8
324,324,1,2577,False,0.012307692307692308,0.8
325,325,1,2642,False,0.012269938650306749,0.8
326,326,1,2759,False,0.012232415902140673,0.8
327,327,1,2875,False,0.012195121951219513,0.8
328,328,1,2965,False,0.0121580547112462,0.8
329,329,1,3168,False,0.012121212121212121,0.8
330,330,1,3169,False,0.012084592145015106,0.8
331,331,1,3204,False,0.012048192771084338,0.8
332,332,1,2860,False,0.012012012012012012,0.8
333,333,1,3121,False,0.011976047904191617,0.8
334,334,1,1260,False,0.011940298507462687,0.8
335,335,1,67,False,0.011904761904761904,0.8
336,336,1,866,False,0.011869436201780416,0.8
337,337,1,999,False,0.011834319526627219,0.8
338,338,1,1106,False,0.011799410029498525,0.8
339,339,1,1107,False,0.011764705882352941,0.8
340,340,1,1589,False,0.011730205278592375,0.8
341,341,1,1718,False,0.011695906432748537,0.8
342,342,1,2309,False,0.011661807580174927,0.8
343,343,1,1427,False,0.011627906976744186,0.8
344,344,1,2919,False,0.011594202898550725,0.8
345,345,1,3059,False,0.011560693641618497,0.8
346,346,1,854,False,0.011527377521613832,0.8
347,347,1,2245,False,0.011494252873563218,0.8
348,348,1,3072,False,0.011461318051575931,0.8
349,349,1,1747,False,0.011428571428571429,0.8
350,350,1,6,False,0.011396011396011397,0.8
351,351,1,47,False,0.011363636363636364,0.8
352,352,1,135,False,0.0113314447592068,0.8
353,353,1,148,False,0.011299435028248588,0.8
354,354,1,157,False,0.011267605633802818,0.8
355,355,1,189,False,0.011235955056179775,0.8
356,356,1,2320,False,0.011204481792717087,0.8
357,357,1,2497,False,0.0111731843575419,0.8
358,358,1,1468,False,0.011142061281337047,0.8
359,359,1,2838,False,0.011111111111111112,0.8
360,360,1,2876,False,0.0110803324099723,0.8
361,361,1,33,False,0.011049723756906077,0.8
362,362,1,36,False,0.011019283746556474,0.8
363,363,1,1209,False,0.01098901098901099,0.8
364,364,1,1310,False,0.010958904109589041,0.8
365,365,1,248,False,0.01092896174863388,0.8
366,366,1,265,False,0.010899182561307902,0.8
367,367,1,1892,False,0.010869565217391304,0.8
368,368,1,2820,False,0.01084010840108401,0.8
369,369,1,1413,False,0.010810810810810811,0.8
370,370,1,1083,False,0.01078167115902965,0.8
371,371,1,1533,False,0.010752688172043012,0.8
372,372,1,2163,False,0.010723860589812333,0.8
373,373,1,1810,False,0.0106951871657754,0.8
374,374,1,2499,False,0.010666666666666666,0.8
375,375,1,2438,False,0.010638297872340425,0.8
376,376,1,2,False,0.010610079575596816,0.8
377,377,1,171,False,0.010582010582010581,0.8
378,378,1,198,False,0.010554089709762533,0.8
379,379,1,415,False,0.010526315789473684,0.8
380,380,1,1166,False,0.010498687664041995,0.8
381,381,1,3049,False,0.010471204188481676,0.8
382,382,1,1160,False,0.010443864229765013,0.8
383,383,1,2209,False,0.010416666666666666,0.8
384,384,1,2869,False,0.01038961038961039,0.8
385,385,1,242,False,0.010362694300518135,0.8
386,386,1,963,False,0.0103359173126615,0.8
387,387,1,980,False,0.010309278350515464,0.8
388,388,1,1279,False,0.010282776349614395,0.8
389,389,1,1708,False,0.010256410256410256,0.8
390,390,1,2805,False,0.010230179028132993,0.8
391,391,1,146,False,0.01020408163265306,0.8
392,392,1,1948,False,0.010178117048346057,0.8
393,393,1,2669,False,0.01015228426395939,0.8
394,394,1,2075,False,0.010126582278481013,0.8
395,395,1,2143,False,0.010101010101010102,0.8
396,396,1,1002,False,0.010075566750629723,0.8
397,397,1,1307,False,0.010050251256281407,0.8
398,398,1,1381,False,0.010025062656641603,0.8
399,399,1,2114,False,0.01,0.8
400,400,1,2718,False,0.00997506234413965,0.8
401,401,1,97,False,0.009950248756218905,0.8
402,402,1,166,False,0.009925558312655087,0.8
403,403,1,433,False,0.009900990099009901,0.8
404,404,1,975,False,0.009876543209876543,0.8
405,405,1,1965,False,0.009852216748768473,0.8
406,406,1,2607,False,0.009828009828009828,0.8
407,407,1,2756,False,0.00980392156862745,0.8
408,408,1,1653,False,0.009779951100244499,0.8
409,409,1,1721,False,0.00975609756097561,0.8
410,410,1,1878,False,0.009732360097323601,0.8
411,411,1,3136,False,0.009708737864077669,0.8
412,412,1,2645,False,0.009685230024213076,0.8
413,413,1,2621,False,0.00966183574879227,0.8
414,414,1,2184,False,0.00963855421686747,0.8
415,415,1,2849,False,0.009615384615384616,0.8
416,416,1,1811,False,0.009592326139088728,0.8
417,417,1,143,False,0.009569377990430622,0.8
418,418,1,674,False,0.00954653937947494,0.8
419,419,1,827,False,0.009523809523809525,0.8
420,420,1,1956,False,0.009501187648456057,0.8
421,421,1,695,False,0.009478672985781991,0.8
422,422,1,1471,False,0.009456264775413711,0.8
423,423,1,1671,False,0.009433962264150943,0.8
424,424,1,2859,False,0.009411764705882352,0.8
425,425,1,3103,False,0.009389671361502348,0.8
426,426,1,3142,False,0.00936768149882904,0.8
427,427,1,2798,False,0.009345794392523364,0.8
428,428,1,2928,False,0.009324009324009324,0.8
429,429,1,3080,False,0.009302325581395349,0.8
430,430,1,3090,False,0.009280742459396751,0.8
431,431,1,3131,False,0.009259259259259259,0.8
432,432,1,1543,False,0.009237875288683603,0.8
433,433,1,251,False,0.009216589861751152,0.8
434,434,1,1884,False,0.009195402298850575,0.8
435,435,1,39,False,0.009174311926605505,0.8
436,436,1,68,False,0.009153318077803204,0.8
437,437,1,2367,False,0.0091324200913242,0.8
438,438,1,3015,False,0.009111617312072893,0.8
439,439,1,2283,False,0.00909090909090909,0.8
440,440,1,2835,False,0.009070294784580499,0.8
441,441,1,1181,False,0.00904977375565611,0.8
442,442,1,1489,False,0.009029345372460496,0.8
443,443,1,1604,False,0.009009009009009009,0.8
444,444,1,2091,False,0.008988764044943821,0.8
445,445,1,2485,False,0.008968609865470852,0.8
446,446,1,1901,False,0.008948545861297539,0.8
447,447,1,730,False,0.008928571428571428,0.8
448,448,1,1110,False,0.008908685968819599,0.8
449,449,1,1380,False,0.008888888888888889,0.8
450,450,1,1549,False,0.008869179600886918,0.8
451,451,1,2034,False,0.008849557522123894,0.8
452,452,1,2750,False,0.008830022075055188,0.8
453,453,1,2496,False,0.00881057268722467,0.8
454,454,1,2963,False,0.008791208791208791,0.8
455,455,1,1194,False,0.008771929824561403,0.8
456,456,1,2570,False,0.0087527352297593,0.8
457,457,1,1739,False,0.008733624454148471,0.8
458,458,1,2495,False,0.008714596949891068,0.8
459,459,1,2586,False,0.008695652173913044,0.8
460,460,1,1746,False,0.008676789587852495,0.8
461,461,1,2556,False,0.008658008658008658,0.8
462,462,1,2927,False,0.008639308855291577,0.8
463,463,1,3064,False,0.008620689655172414,0.8
464,464,1,2002,False,0.008602150537634409,0.8
465,465,1,1050,False,0.008583690987124463,0.8
466,466,1,2147,False,0.008565310492505354,0.8
467,467,1,2864,False,0.008547008547008548,0.8
468,468,1,1383,False,0.008528784648187633,0.8
469,469,1,1502,False,0.00851063829787234,0.8
470,470,1,2819,False,0.008492569002123142,0.8
471,471,1,2845,False,0.00847457627118644,0.8
472,472,1,2892,False,0.008456659619450317,0.8
473,473,1,2894,False,0.008438818565400843,0.8
474,474,1,2999,False,0.008421052631578947,0.8
475,475,1,2053,False,0.008403361344537815,0.8
476,476,1,2745,False,0.008385744234800839,0.8
477,477,1,1710,False,0.008368200836820083,0.8
478,478,1,2152,False,0.008350730688935281,0.8
479,479,1,1366,False,0.008333333333333333,0.8
480,480,1,3011,False,0.008316008316008316,0.8
481,481,1,1929,False,0.008298755186721992,0.8
482,482,1,2946,False,0.008281573498964804,0.8
483,483,1,1087,False,0.008264462809917356,0.8
484,484,1,2768,False,0.008247422680412371,0.8
485,485,1,2944,False,0.00823045267489712,0.8
486,486,1,759,False,0.008213552361396304,0.8
487,487,1,1824,False,0.00819672131147541,0.8
488,488,1,3091,False,0.0081799591002045,0.8
489,489,1,616,False,0.00816326530612245,0.8
490,490,1,678,False,0.008146639511201629,0.8
491,491,1,1455,False,0.008130081300813009,0.8
492,492,1,1032,False,0.008113590263691683,0.8
493,493,1,1066,False,0.008097165991902834,0.8
494,494,1,1308,False,0.00808080808080808,0.8
495,495,1,2167,False,0.008064516129032258,0.8
496,496,1,2423,False,0.008048289738430584,0.8
497,497,1,2682,False,0.008032128514056224,0.8
498,498,1,3134,False,0.008016032064128256,0.8
499,499,1,1641,False,0.008,0.8
500,500,1,1255,False,0.007984031936127744,0.8
501,501,1,1334,False,0.00796812749003984,0.8
502,502,1,1432,False,0.007952286282306162,0.8
503,503,1,1458,False,0.007936507936507936,0.8
504,504,1,1467,False,0.007920792079207921,0.8
505,505,1,1486,False,0.007905138339920948,0.8
506,506,1,1754,False,0.007889546351084813,0.8
507,507,1,1852,False,0.007874015748031496,0.8
508,508,1,1926,False,0.007858546168958742,0.8
509,509,1,2016,False,0.00784313725490196,0.8
510,510,1,2389,False,0.007827788649706457,0.8
511,511,1,2498,False,0.0078125,0.8
512,512,1,2593,False,0.007797270955165692,0.8
513,513,1,2817,False,0.007782101167315175,0.8
514,514,1,3016,False,0.007766990291262136,0.8
515,515,1,3071,False,0.007751937984496124,0.8
516,516,1,3202,False,0.007736943907156673,0.8
517,517,1,1695,False,0.007722007722007722,0.8
518,518,1,2786,False,0.007707129094412331,0.8
519,519,1,1214,False,0.007692307692307693,0.8
520,520,1,1003,False,0.007677543186180422,0.8
521,521,1,3097,False,0.007662835249042145,0.8
522,522,1,3067,False,0.0076481835564053535,0.8
523,523,1,964,False,0.007633587786259542,0.8
524,524,1,1516,False,0.007619047619047619,0.8
525,525,1,2277,False,0.0076045627376425855,0.8
526,526,1,2865,False,0.007590132827324478,0.8
527,527,1,2888,False,0.007575757575757576,0.8
528,528,1,2918,False,0.007561436672967864,0.8
529,529,1,2943,False,0.007547169811320755,0.8
530,530,1,2035,False,0.007532956685499058,0.8
531,531,1,1234,False,0.007518796992481203,0.8
532,532,1,3150,False,0.0075046904315197,0.8
533,533,1,2580,False,0.00749063670411985,0.8
534,534,1,2802,False,0.007476635514018692,0.8
535,535,1,2871,False,0.007462686567164179,0.8
536,536,1,2987,False,0.0074487895716946,0.8
537,537,1,704,False,0.007434944237918215,0.8
538,538,1,887,False,0.0074211502782931356,0.8
539,539,1,2572,False,0.007407407407407408,0.8
540,540,1,282,False,0.0073937153419593345,0.8
541,541,1,396,False,0.007380073800738007,0.8
542,542,1,1891,False,0.007366482504604052,0.8
543,543,1,2749,False,0.007352941176470588,0.8
544,544,1,1145,False,0.007339449541284404,0.8
545,545,1,1258,False,0.007326007326007326,0.8
546,546,1,1622,False,0.007312614259597806,0.8
547,547,1,3201,False,0.0072992700729927005,0.8
548,548,1,825,False,0.007285974499089253,0.8
549,549,1,2972,False,0.007272727272727273,0.8
550,550,1,3039,False,0.007259528130671506,0.8
551,551,1,254,False,0.007246376811594203,0.8
552,552,1,1765,False,0.007233273056057866,0.8
553,553,1,2971,False,0.007220216606498195,0.8
554,554,1,3024,False,0.007207207207207207,0.8
555,555,1,851,False,0.007194244604316547,0.8
556,556,1,944,False,0.00718132854578097,0.8
557,557,1,1931,False,0.007168458781362007,0.8
558,558,1,2516,False,0.007155635062611807,0.8
559,559,1,3128,False,0.007142857142857143,0.8
560,560,1,3181,False,0.0071301247771836,0.8
561,561,1,1728,False,0.0071174377224199285,0.8
562,562,1,2138,False,0.007104795737122558,0.8
563,563,1,3014,False,0.0070921985815602835,0.8
564,564,1,618,False,0.007079646017699115,0.8
565,565,1,1153,False,0.007067137809187279,0.8
566,566,1,2303,False,0.007054673721340388,0.8
567,567,1,123,False,0.007042253521126761,0.8
568,568,1,1200,False,0.007029876977152899,0.8
569,569,1,1483,False,0.007017543859649123,0.8
570,570,1,3054,False,0.0070052539404553416,0.8
571,571,1,2307,False,0.006993006993006993,0.8
572,572,1,40,False,0.006980802792321117,0.8
573,573,1,2110,False,0.006968641114982578,0.8
574,574,1,2273,False,0.006956521739130435,0.8
575,575,1,3106,False,0.006944444444444444,0.8
576,576,1,1874,False,0.006932409012131715,0.8
577,577,1,2455,False,0.006920415224913495,0.8
578,578,1,2742,False,0.0069084628670120895,0.8
579,579,1,3075,False,0.006896551724137931,0.8
580,580,1,3076,False,0.0068846815834767644,0.8
581,581,1,1735,False,0.006872852233676976,0.8
582,582,1,767,False,0.00686106346483705,0.8
583,583,1,276,False,0.00684931506849315,0.8
584,584,1,367,False,0.006837606837606838,0.8
585,585,1,1611,False,0.006825938566552901,0.8
586,586,1,1692,False,0.0068143100511073255,0.8
587,587,1,1923,False,0.006802721088435374,0.8
588,588,1,1927,False,0.006791171477079796,0.8
589,589,1,2262,False,0.006779661016949152,0.8
590,590,1,2353,False,0.00676818950930626,0.8
